Accession	Sample1-rep1	Sample1-rep2	Sample1-rep3	Sample2-rep1	Sample2-rep2	Sample2-rep3	Ratio	Fold_Change	P-val
P11387	 375687.415562882 	 179085.731183244 	 343734.382710907 	 489093.137486374 	 994566.599891804 	 889713.591732324 	 0.378578253339426 	 -2.64146181451004 	 0.0703263480062076 
P11413-2	 334961.802577886 	 992949.802185617 	 265497.199857905 	 288180.117457953 	 109402.443881938 	 723534.674253823 	 1.42126867202927 	 1.42126867202927 	 0.623236807445178 
P11532-4	 494880.804620881 	 703850.234388308 	 984678.951113444 	 194719.383533505 	 916264.015531155 	 881522.00943987 	 1.09581132417672 	 1.09581132417672 	 0.830347162497544 
P11586	 172092.95721177 	 331217.255642552 	 384666.227682064 	 197692.521822759 	 876781.001160138 	 36138.0253063978 	 0.799538274119481 	 -1.25072186331703 	 0.803418216783781 
P11717	 285775.761929507 	 329887.746245622 	 253088.41295509 	 338979.21549172 	 413851.156629923 	 490972.117494625 	 0.698464529845284 	 -1.43171192991219 	 0.0855868796186408 
P11766	 78972.6041548352 	 540970.217777371 	 705740.262703129 	 341101.14496429 	 542652.29563875 	 390256.865631493 	 1.04055915258137 	 1.04055915258137 	 0.937106659856189 
"P11802;O94921;P06239;P06239-3;P09769;P11362-20;P11362-21;P20794;P20794-2;P21802-11;P21802-17;P21802-2;P21802-21;P21802-7;P22455;P22455-2;P22607;P24941;P24941-2;P50750-2;P51451;Q00526;Q00534;Q00535;Q00535-2;Q00536;Q00537;Q00537-2;Q07002-3;Q14004;Q8IZL9;Q8IZL9-2;Q96Q40;Q96Q40-2;Q96Q40-3;Q96Q40-4;Q9NYV4;Q9NYV4-2;Q9UPZ9"	 543749.186902699 	 136810.242199318 	 870081.230133299 	 951963.29291124 	 709554.056754525 	 48201.5744283419 	 0.906956481198758 	 -1.10258873576631 	 0.885161259750506 
"P11908;P11908-2"	 19092.2888635336 	 66825.6339406845 	 165150.16227487 	 563823.213278118 	 348615.604566667 	 382654.939848115 	 0.193860933687415 	 -5.15833686023827 	 0.0167593107282783 
"P11940;P11940-2;Q4VXU2;Q5JQF8;Q9H361"	 78696.8474327271 	 583145.939340729 	 528259.804285434 	 853577.225178583 	 303747.839577596 	 69942.2695116646 	 0.969717483574086 	 -1.03122818443399 	 0.967311016847961 
P12004	 893224.988529195 	 76240.4719732436 	 778413.835374792 	 566374.138444378 	 326092.053550194 	 886766.194460821 	 0.982378304926977 	 -1.01793778932682 	 0.974385299946128 
"P12081;P12081-2"	 234708.920872425 	 21360.3210906933 	 898284.78811286 	 380802.177578325 	 340225.131252616 	 185468.618079117 	 1.27342439806739 	 1.27342439806739 	 0.786635047763135 
P12109	 956476.210452587 	 897959.170537132 	 627722.304107295 	 166216.64959363 	 485034.809727486 	 297979.08210093 	 2.61491553082403 	 2.61491553082403 	 0.020664494643288 
"P12110;P12110-2"	 121857.197868875 	 227168.109379506 	 304732.66508399 	 466243.560620563 	 661494.490791768 	 919268.631821082 	 0.319372661402212 	 -3.13113838739196 	 0.0557692993624902 
"P12111;P12111-3"	 37011.8726046798 	 548516.546593602 	 462067.270180218 	 8627.8456251524 	 964877.40167446 	 951907.616099164 	 0.544088859741626 	 -1.83793507640438 	 0.470097711735696 
P12235	 559715.891098012 	 624836.387027162 	 833654.839047245 	 76713.7361619694 	 857458.12339657 	 450051.080133672 	 1.45800727563522 	 1.45800727563522 	 0.454410739153783 
P12236	 613410.506175789 	 627386.832244365 	 396075.886848499 	 101256.221162832 	 198992.190037351 	 795116.704649495 	 1.49436311379966 	 1.49436311379966 	 0.499836015399873 
P12268	 593392.81253275 	 618396.046217116 	 347262.107385507 	 735965.295516058 	 962351.805553065 	 354323.910055569 	 0.759534159985009 	 -1.31659647805668 	 0.467612471339949 
P12270	 116641.496425876 	 747875.336259308 	 986072.360497139 	 296692.052116657 	 401923.892940116 	 341667.681069007 	 1.77892754120747 	 1.77892754120747 	 0.407215614176871 
P12277	 956276.284479258 	 157682.864416982 	 556686.469820517 	 903282.87868932 	 412884.645996264 	 965463.57145036 	 0.732215484591738 	 -1.36571818138696 	 0.522895841767235 
P12429	 778720.830223954 	 867660.223728949 	 411314.901722131 	 912019.410440202 	 113251.412161517 	 870644.788368198 	 1.08533098402115 	 1.08533098402115 	 0.866287157210684 
P12814-3	 637328.97297064 	 171326.625416921 	 467442.084263872 	 154281.207890864 	 213631.937903533 	 209171.414503701 	 2.21128370163335 	 2.21128370163335 	 0.227492900493868 
P12882	 869115.573742384 	 565441.266751262 	 777328.319473051 	 84722.2406475185 	 676145.448555895 	 590442.629632341 	 1.63684471962916 	 1.63684471962916 	 0.259637595935232 
"P12883;A7E2Y1-3"	 481598.076959232 	 548435.538531175 	 896883.281062942 	 708461.214853296 	 367804.971009371 	 267510.669637546 	 1.43395600889112 	 1.43395600889112 	 0.353736298107536 
P12955	 344476.26440984 	 762761.433175136 	 740932.103274452 	 527777.425646348 	 32299.2809081484 	 988288.340321628 	 1.19362666096614 	 1.19362666096614 	 0.767236870618483 
P12956	 336261.345531809 	 821672.037214082 	 294209.678267516 	 631259.648364846 	 516501.378074165 	 525757.179050978 	 0.867718711544124 	 -1.15244720056858 	 0.70835751642085 
P13010	 832153.083231049 	 799037.899186534 	 650586.957952778 	 455869.039629109 	 152097.49070776 	 214253.670826114 	 2.77514215430723 	 2.77514215430723 	 0.0168888834931468 
P13073	 37930.5391150966 	 344478.69866275 	 503098.955321488 	 340594.377477185 	 340717.896706558 	 489598.305144161 	 0.756256035885858 	 -1.32230349583739 	 0.56733363041386 
P13284	 897084.598014266 	 99994.330181549 	 70507.5513641708 	 234845.372357923 	 305187.630321703 	 388235.147007189 	 1.15008414316507 	 1.15008414316507 	 0.880449800501522 
"P13473;P13473-2;P13473-3"	 106083.483474217 	 707061.957925324 	 662514.50342109 	 788410.723820036 	 268581.753366693 	 755774.951575974 	 0.814037102281695 	 -1.22844523572336 	 0.684005740123955 
P13489	 513361.442579927 	 55285.9279645459 	 599754.062060148 	 313248.117676678 	 418782.123322038 	 451066.868390355 	 0.987578638585265 	 -1.0125775922336 	 0.979848286311817 
P13498	 870328.627826246 	 205070.469670617 	 239367.835108774 	 730394.141200008 	 597802.047595196 	 451001.182278275 	 0.73896631929732 	 -1.3532416483486 	 0.558173623854663 
P13533	 588724.4268594 	 449212.250728723 	 832271.580360741 	 253586.277589195 	 867649.667409934 	 94121.0207283116 	 1.53881395399702 	 1.53881395399702 	 0.467145815419656 
P13535	 61319.1649707577 	 140280.108976295 	 461731.992917791 	 196569.489369136 	 790328.453982472 	 205587.634403308 	 0.556259362158235 	 -1.79772255179687 	 0.496132425711335 
"P13611-2;P13611;P13611-5"	 156338.955062958 	 560011.25968028 	 889883.709533687 	 567563.11873745 	 335732.913872776 	 573199.375095366 	 1.08786923135301 	 1.08786923135301 	 0.862570959141043 
P13639	 95029.3608731657 	 495864.976094378 	 135813.588984389 	 9379.62208064447 	 16530.431957315 	 7194.37173484472 	 21.9519870527081 	 21.9519870527081 	 0.211078472650453 
P13667	 165771.947696484 	 583853.354366605 	 672569.287357123 	 615988.949372947 	 937112.051167146 	 240627.631097392 	 0.792870540356988 	 -1.261239949147 	 0.653833177130266 
P13671	 107218.547525451 	 911661.760472732 	 591700.558902988 	 139949.943263969 	 200690.133649219 	 777817.559986364 	 1.44000167173593 	 1.44000167173593 	 0.625021645272748 
"P13674;P13674-2;P13674-3"	 176944.344943764 	 244320.394737343 	 770065.300333922 	 100653.07611441 	 685203.433640859 	 792736.202524957 	 0.754678537882132 	 -1.32506749536871 	 0.674785744137028 
P13686	 979660.598889859 	 936215.255061387 	 766243.62012755 	 70166.8368316285 	 758886.228901952 	 333953.459520858 	 2.30619469094725 	 2.30619469094725 	 0.116537911821606 
"P13693;Q56UQ5"	 849820.485463986 	 545923.149164218 	 244082.145406841 	 530492.198230518 	 447803.312577252 	 492058.3769716 	 1.11525925402328 	 1.11525925402328 	 0.778279113697895 
"P13716-2;P13716"	 34866.0391643293 	 186178.264961978 	 796099.75425782 	 686165.317930935 	 307398.889440633 	 290990.025788009 	 0.79182648122399 	 -1.2629029512302 	 0.758853229296388 
"P13746-2;P13746"	 641199.818724448 	 357370.925854727 	 883396.996653653 	 113694.373998017 	 230949.219477462 	 80953.8086645508 	 4.42194367674646 	 4.42194367674646 	 0.0751649861704771 
P13760	 888489.295193073 	 139088.306640369 	 929140.116267109 	 895253.019639911 	 524793.323403554 	 58873.3824901143 	 1.32307229683787 	 1.32307229683787 	 0.67520662815669 
P13796	 640646.104456129 	 437925.292064976 	 118997.138312323 	 884231.839390167 	 307717.410222527 	 548430.24884088 	 0.688107700589174 	 -1.45326087637702 	 0.468293274965876 
P13797	 858578.606351326 	 792457.006933589 	 899942.475582383 	 437677.273664797 	 442994.404080408 	 213438.497652955 	 2.3315550355237 	 2.3315550355237 	 0.0132578053111363 
P13798	 638359.632894949 	 285059.247592254 	 875840.73962833 	 170294.763540644 	 386520.802419452 	 232626.204741495 	 2.2791543175078 	 2.2791543175078 	 0.179581603533921 
P13804	 153117.10372401 	 474010.108117705 	 708541.620095715 	 379270.736221125 	 969095.22627273 	 428423.507879426 	 0.751731622799871 	 -1.33026198402488 	 0.586230809206386 
P13805	 549751.495360435 	 187731.274301831 	 16402.879808097 	 919158.736831036 	 960049.559162135 	 711559.614522276 	 0.290989264769909 	 -3.4365528941101 	 0.0415539785436901 
P13861	 726113.222240303 	 972538.987269004 	 377674.170247099 	 977657.820150989 	 263452.189936809 	 374751.951002109 	 1.28496519489568 	 1.28496519489568 	 0.615689121403412 
P13929	 186347.496182676 	 536238.221821374 	 97548.789341521 	 602214.497121689 	 651839.792030925 	 669090.019001665 	 0.426455000734026 	 -2.34491329279472 	 0.107903682112908 
P13987	 583609.446664521 	 341831.152600567 	 582583.032043881 	 887420.607828842 	 536580.259566167 	 593827.947841108 	 0.747349636362739 	 -1.33806180045377 	 0.282523000565936 
P14174	 148124.699723161 	 978913.374082306 	 184857.731577402 	 321387.195492651 	 853603.867822637 	 613012.343076463 	 0.733721088390048 	 -1.36291571255534 	 0.643952320820587 
"P14314-2;P14314"	 245516.833783401 	 202991.88546473 	 329335.787202792 	 657565.960791592 	 634052.183771772 	 690755.289424813 	 0.392380412849884 	 -2.54854719361993 	 0.00311693656241456 
P14324	 304699.911392311 	 734368.988116677 	 171008.35983972 	 383593.27604332 	 255874.494861433 	 352113.791804213 	 1.22035070523379 	 1.22035070523379 	 0.71318625205449 
"P14543;P14543-2"	 147379.040467329 	 995686.759763748 	 764690.143141534 	 306378.766578984 	 321289.681476009 	 376608.454915904 	 1.89963140417648 	 1.89963140417648 	 0.356235096546691 
"P14550;Q96JD6;Q96JD6-4"	 355915.938404018 	 401948.541464344 	 688788.643697593 	 402606.656390004 	 720751.207892806 	 295156.870424778 	 1.01983651503216 	 1.01983651503216 	 0.957458594041414 
P14618	 954103.214419228 	 995065.478817084 	 695791.470051054 	 433014.320510082 	 977642.933191026 	 597329.436314678 	 1.31721996786073 	 1.31721996786073 	 0.332716308023985 
"P14618-2;P30613;P30613-2"	 865906.558092252 	 501083.216403131 	 112000.897531138 	 185483.755295942 	 689867.982926974 	 517691.856221385 	 1.06169733519108 	 1.06169733519108 	 0.919243325500496 
"P14625;Q58FF3"	 137694.217908657 	 160480.866662383 	 57283.8620396341 	 163273.922120158 	 75527.6454948558 	 863435.458465002 	 0.32248866459769 	 -3.10088418533258 	 0.423498685178128 
P14780	 411685.07298873 	 951995.496729259 	 270983.896256401 	 488322.257402274 	 345984.085175228 	 574197.429790396 	 1.16056804251669 	 1.16056804251669 	 0.757402804556933 
"P14866;Q8WVV9"	 923266.066103922 	 461247.241023252 	 388490.337204207 	 244972.99596752 	 62765.2754848025 	 857360.67066264 	 1.52176229867046 	 1.52176229867046 	 0.531384380648651 
P14868	 434621.981930974 	 225835.01468707 	 934904.999450517 	 744179.194979131 	 187664.309813849 	 610872.919881654 	 1.03412524204183 	 1.03412524204183 	 0.951277195527519 
P15104	 28533.8724680287 	 993700.852368988 	 124077.482482191 	 195118.550259787 	 876943.863894476 	 634707.385507154 	 0.671626722916359 	 -1.48892229251655 	 0.64094597039969 
"P15121;C9JRZ8-2"	 767620.724775897 	 950391.157393027 	 365850.581517254 	 794251.389047649 	 2247.29613973584 	 534333.819057454 	 1.56583375972518 	 1.56583375972518 	 0.439505284822459 
P15144	 708030.115498907 	 496145.367319351 	 737446.456260302 	 155895.992530841 	 472012.994518115 	 918928.829223937 	 1.25522011335157 	 1.25522011335157 	 0.620907428191776 
P15153	 641327.185091161 	 120573.020832868 	 134208.825948548 	 262698.318574339 	 646415.032824951 	 737677.118235296 	 0.544154856611125 	 -1.83771216566508 	 0.329573988081431 
P15170-2	 489849.564777658 	 180990.976126819 	 188711.600237216 	 495210.078987359 	 772816.252152287 	 406643.137835816 	 0.513266741327502 	 -1.94830469126759 	 0.144836512039651 
P15259	 116489.477233333 	 839668.684513898 	 286431.412876051 	 696946.923519961 	 308834.719901357 	 913618.869136082 	 0.647384204856579 	 -1.54467778561502 	 0.468851859507208 
P15289	 379645.679508623 	 100802.313660124 	 816638.308788993 	 990670.195309854 	 242419.711153493 	 913387.090665628 	 0.604286141287636 	 -1.65484516634646 	 0.42169002261306 
"P15311;Q5TZA2;Q5TZA2-2"	 933189.367490129 	 314524.035611235 	 70163.9396712988 	 661331.526103763 	 702696.530754749 	 823234.624237104 	 0.602523580803988 	 -1.65968608011263 	 0.376398910665135 
P15586	 197304.264618191 	 338884.702339519 	 374959.102765418 	 539403.382654082 	 992203.063402595 	 73501.5382982699 	 0.567655309551835 	 -1.7616324258281 	 0.476792067375665 
P15880	 290975.534994315 	 356843.986915722 	 416962.867219608 	 317383.349937554 	 517971.630303374 	 460743.253095268 	 0.821529079928505 	 -1.21724236479496 	 0.343588216703976 
"P16070-7;P16070-19"	 60411.9392367278 	 632769.602508875 	 252414.781413894 	 831029.59751125 	 619706.122833625 	 30517.8808952369 	 0.638375712550396 	 -1.56647563549194 	 0.578320015880273 
P16112	 843627.16366102 	 706999.766760774 	 439925.420657547 	 965533.036278908 	 234347.593692919 	 324843.639880868 	 1.30551627624557 	 1.30551627624557 	 0.591018655048078 
P16152	 546721.190282443 	 20331.1072936005 	 427047.607659601 	 192620.620104336 	 459895.650207654 	 657677.949598021 	 0.758742398744456 	 -1.31797036998956 	 0.640819921858247 
"P16157-12;P16157;P16157-10;P16157-11;P16157-13;P16157-14;P16157-15;P16157-16;P16157-2;P16157-21;P16157-3;P16157-4;P16157-5;P16157-6;P16157-7;P16157-8;P16157-9"	 252643.365383103 	 469235.671479534 	 779829.127372431 	 948589.110260885 	 649116.763655891 	 207759.212521342 	 0.831756966952869 	 -1.2022742696866 	 0.722832696741079 
P16188	 885664.83136918 	 940609.306436957 	 393376.416478405 	 836182.903311297 	 548027.762583703 	 191388.891054175 	 1.40876566288356 	 1.40876566288356 	 0.447515149156338 
P16190	 508807.79766252 	 900203.962199917 	 530371.523626907 	 880747.684257336 	 179453.472568261 	 817999.434008039 	 1.03257516420467 	 1.03257516420467 	 0.94162662281234 
P16233	 232748.513566954 	 735640.7477009 	 460514.982561612 	 773272.914343016 	 149645.65425954 	 468746.479112467 	 1.02675873492374 	 1.02675873492374 	 0.959902314664083 
"P16278;P16278-2;P16278-3"	 329515.153139011 	 38400.0408699278 	 310355.099349114 	 627340.512645237 	 970120.178548201 	 425549.999702343 	 0.335277661364072 	 -2.98260252690715 	 0.087045080501023 
P16435	 362950.884552176 	 138598.070997289 	 905645.60990627 	 5218.10346436524 	 210244.082277276 	 173476.98497825 	 3.61803251354484 	 3.61803251354484 	 0.271610798040778 
"P16452;P16452-2"	 721196.016266733 	 358325.449889529 	 217580.582609292 	 566714.428530789 	 254108.761523077 	 179007.822543927 	 1.29732127971844 	 1.29732127971844 	 0.633180082863207 
"P16615;Q93084-3;Q93084-4"	 384593.470171195 	 184939.170916778 	 332166.534883478 	 190544.152826011 	 358368.179625822 	 519739.146886875 	 0.843772916993883 	 -1.18515299538495 	 0.65066742892906 
P16930	 858365.796741377 	 256592.628851399 	 935593.311266114 	 427174.913759377 	 662603.231959599 	 637904.205315135 	 1.18688006254826 	 1.18688006254826 	 0.674324186439324 
P17066	 663106.384216527 	 365111.495937648 	 906532.515842617 	 799227.99196935 	 597283.486611525 	 449709.216319813 	 1.04795185176974 	 1.04795185176974 	 0.883139990158053 
P17174	 618411.934218274 	 858763.232391739 	 871880.751664241 	 113394.046028387 	 56876.1609532797 	 835980.809152173 	 2.33446315145068 	 2.33446315145068 	 0.209644893735903 
P17213	 397785.487859875 	 486849.165167124 	 114919.075173407 	 85399.5458986591 	 952946.568492778 	 971323.136730462 	 0.49737225548055 	 -2.01056651025663 	 0.372432588108002 
P17301	 62598.9977600262 	 876515.66239932 	 320357.956544357 	 462419.856034809 	 262972.018429706 	 315117.893531573 	 1.21043805204185 	 1.21043805204185 	 0.793110201033884 
"P17540;P12532;P12532-2"	 182955.016315679 	 393185.39399328 	 984559.124169688 	 304243.494767477 	 222417.290588451 	 566317.305479217 	 1.42793304601935 	 1.42793304601935 	 0.596839730896889 
"P17612-2;P22612;P22694"	 246343.317806784 	 309240.375918872 	 393379.576730863 	 978759.117970997 	 432373.559837806 	 475173.798287195 	 0.503080110513401 	 -1.98775498991499 	 0.212297843519601 
"P17655;P17655-2"	 175184.334751908 	 753472.987539475 	 473922.198700689 	 476098.171092105 	 694830.068441514 	 291177.603355273 	 0.95928726898512 	 -1.04244060390581 	 0.927606526410016 
P17661	 439981.603664567 	 918378.871235636 	 427139.106213552 	 61095.8734408946 	 981032.093720902 	 342211.103107 	 1.28978486518268 	 1.28978486518268 	 0.699087347527592 
P17735	 299527.527807904 	 189386.601587792 	 701924.001675691 	 992459.706899254 	 872403.354256396 	 152563.998354656 	 0.590275680827063 	 -1.69412366540131 	 0.428177684875576 
"P17812;Q9NRF8"	 269283.810195162 	 335682.853622196 	 809473.355932697 	 320379.881968967 	 214896.338547784 	 547483.51365786 	 1.30632861114685 	 1.30632861114685 	 0.610467109605928 
P17844	 757767.373457394 	 8638.18591593879 	 122008.107620918 	 215377.193773046 	 61033.6238496044 	 835634.468312286 	 0.798900618734541 	 -1.25172014709915 	 0.833463784800671 
"P17858;P17858-2"	 295264.320152012 	 459603.286849502 	 72445.9867236065 	 496205.796512196 	 287363.872659939 	 201519.851745416 	 0.839835950091651 	 -1.19070873292679 	 0.731436311291507 
P17931	 470191.954864283 	 20968.2756165802 	 609546.983096612 	 700959.894811538 	 214110.778819929 	 550099.84620782 	 0.751248539793314 	 -1.33111739594878 	 0.624337531265506 
P17980	 726881.55250289 	 878179.845700934 	 626498.918003317 	 38292.6527451681 	 740808.195860153 	 36415.0879612709 	 2.73637855024912 	 2.73637855024912 	 0.173611811769124 
P17987	 568970.765673801 	 928268.746532022 	 505094.545027135 	 374211.305940795 	 800745.951674283 	 305118.260022898 	 1.35285938681591 	 1.35285938681591 	 0.441452240822933 
P18031	 588693.49802651 	 183634.591295202 	 677176.917936675 	 902439.12338798 	 684561.545991713 	 684873.117949198 	 0.638021801802033 	 -1.56734455966174 	 0.206153093029489 
P18084	 602353.851097469 	 184331.52950937 	 184429.933357927 	 433282.78679834 	 425944.91866356 	 23825.1174349625 	 1.09972505470173 	 1.09972505470173 	 0.88717402212697 
P18085	 175901.209849186 	 851380.557586081 	 930324.910725349 	 969351.196837135 	 877450.512147189 	 311531.707550191 	 0.90699919816087 	 -1.10253680711924 	 0.842701152847472 
"P18135;P18136"	 760840.139906311 	 450554.299165103 	 532094.330377844 	 598490.470933271 	 872727.24478767 	 679136.331046104 	 0.810791493647527 	 -1.2333627175851 	 0.33470685458156 
"P18206;P18206-2;P18206-3"	 598489.806322409 	 636393.36619635 	 841994.901246229 	 624698.010858724 	 968865.270298759 	 922107.62821348 	 0.825576217472859 	 -1.21127520250167 	 0.335538900818775 
P18428	 926187.296402051 	 786101.025225731 	 203143.376296186 	 118255.685763231 	 414877.120143237 	 486211.032163019 	 1.87908302026092 	 1.87908302026092 	 0.316208910419452 
P18463	 831101.995946482 	 790421.184623802 	 856596.661951157 	 693515.716326668 	 875969.989540061 	 729502.579206174 	 1.07791755991608 	 1.07791755991608 	 0.400383625595516 
"P18669;Q8N0Y7"	 922620.379641253 	 878203.352735799 	 557471.361922548 	 758108.760578338 	 572904.829060033 	 626298.132021783 	 1.20486433928845 	 1.20486433928845 	 0.374694070631192 
P18754-2	 409277.453542034 	 736486.237626923 	 670967.202042568 	 493370.264770053 	 230743.345576369 	 948657.599320408 	 1.08606059376965 	 1.08606059376965 	 0.850163455511012 
P18859	 667792.445828098 	 167717.884744035 	 649033.607145898 	 295974.658596481 	 593872.084278701 	 973030.888514354 	 0.796908993217497 	 -1.25484843126507 	 0.647969407389971 
P19237	 290516.103024814 	 187482.429273849 	 78311.5504421136 	 712023.439043355 	 826382.307860026 	 723819.663450485 	 0.245912754845131 	 -4.06648284929251 	 0.00304607977391119 
P19338	 861738.914702374 	 347023.125163471 	 501162.049663426 	 65166.7862102734 	 246692.461666861 	 417856.317837285 	 2.34327479071272 	 2.34327479071272 	 0.159837310928035 
"P19367;P19367-3;P52789;Q2TB90"	 929322.294805815 	 564069.197224512 	 851902.216188443 	 179291.64989414 	 417788.521262069 	 819841.963299855 	 1.65520295800806 	 1.65520295800806 	 0.243022584074871 
P19623	 254879.574385037 	 258590.446191791 	 137968.899120332 	 83714.460854113 	 69058.3951085487 	 589694.173706867 	 0.877397774803705 	 -1.13973391398642 	 0.877394528446199 
P19652	 653911.962910507 	 837588.758164174 	 584362.844893887 	 425549.922953664 	 924034.856992008 	 101679.912122673 	 1.43038246387022 	 1.43038246387022 	 0.481048147678821 
P19823	 789017.895332046 	 820982.31388785 	 127853.103869177 	 807155.113572378 	 500946.520154582 	 91109.106463739 	 1.24202399479311 	 1.24202399479311 	 0.731604180715465 
P19827	 80501.6973047057 	 113108.175997451 	 751747.339248436 	 907534.103400517 	 551243.446126959 	 902850.995112195 	 0.400298859317366 	 -2.49813352380097 	 0.151236534448365 
P19971	 89614.7582797745 	 629589.356636287 	 275017.048949117 	 446917.260341634 	 440358.336689811 	 498673.859920469 	 0.717357446823311 	 -1.39400518448414 	 0.496983476291294 
P20039	 781387.215467748 	 274484.181169737 	 85549.9341925965 	 87863.9737848042 	 121373.600265282 	 542724.121627856 	 1.51792483232941 	 1.51792483232941 	 0.639219254890808 
"P20073-2;P20073"	 514438.986020453 	 588290.330326793 	 716999.111461037 	 631742.725947254 	 264264.661309655 	 26469.1333599129 	 1.97265554964099 	 1.97265554964099 	 0.225692371658719 
P20160	 270905.850236852 	 836034.080754421 	 916225.548667905 	 137577.858438096 	 552387.052686926 	 395378.146314403 	 1.86407925659219 	 1.86407925659219 	 0.27107378779259 
P20339	 421910.766821064 	 411681.409809217 	 395737.687813148 	 85819.2671113844 	 208980.912339002 	 425891.598742576 	 1.70576368655933 	 1.70576368655933 	 0.22967592983938 
P20618	 20789.6122956209 	 103545.590271743 	 223120.649354728 	 504901.626435505 	 568002.093429058 	 430248.428002461 	 0.231151485506729 	 -4.32616730888753 	 0.0080125322097578 
P20645	 79783.3109939239 	 591443.793531652 	 380584.306627156 	 599752.389112824 	 177208.153365159 	 57266.3194342384 	 1.26082179701306 	 1.26082179701306 	 0.760027166508835 
P20700	 879494.10321707 	 250201.526558891 	 232092.512005446 	 892343.501952612 	 828676.917401711 	 937522.077770566 	 0.512231097774111 	 -1.95224382968055 	 0.176909274935587 
P20702	 91437.9186859732 	 33565.8564364297 	 934834.989351542 	 832737.973549755 	 333105.385501793 	 705047.125550537 	 0.566488938394146 	 -1.76525953504891 	 0.469864835734987 
P20774	 699231.805230572 	 317236.069256422 	 987339.756062732 	 447221.696501537 	 123110.774990948 	 18317.806461964 	 3.40407149303136 	 3.40407149303136 	 0.123456495382671 
"P20839-2;P20839;P20839-3;P20839-4"	 971916.265434348 	 766926.380121866 	 316065.508083314 	 570433.509067002 	 202328.477819318 	 163347.226276621 	 2.19515856135672 	 2.19515856135672 	 0.195073843919538 
P20908	 465227.596316463 	 799923.983130093 	 254675.178315913 	 111930.224151783 	 205874.609434476 	 804031.598931607 	 1.35476680352709 	 1.35476680352709 	 0.649561973902739 
P20929	 387596.509678956 	 625130.768034332 	 69105.4704492669 	 252305.426132475 	 873361.879779667 	 939727.752935858 	 0.523789743530209 	 -1.90916300357517 	 0.299593620173299 
P21266	 822987.672589485 	 779562.744021665 	 462367.071356364 	 156373.250414898 	 539194.594368274 	 289244.127089126 	 2.09676318621691 	 2.09676318621691 	 0.0872622336899142 
"P21281;P15313"	 907515.624702251 	 271024.196678355 	 241181.893036005 	 268082.830499925 	 534720.251879145 	 13557.3941492508 	 1.73908678241524 	 1.73908678241524 	 0.493976282781108 
P21291	 761927.34291129 	 356470.386494801 	 935668.008321471 	 728348.95718398 	 10187.1885599784 	 925497.675766271 	 1.23438941635414 	 1.23438941635414 	 0.714914493486371 
"P21333;P21333-2"	 770464.467132877 	 341949.076740358 	 615302.5449756 	 101038.457932059 	 421794.064837668 	 167569.246465208 	 2.50247923142404 	 2.50247923142404 	 0.0991656910940243 
"P21359;P21359-2"	 542763.876436556 	 976931.957952557 	 228381.124041648 	 211628.083183972 	 579760.101427237 	 163329.485125754 	 1.83098837891246 	 1.83098837891246 	 0.367674986866663 
P21397	 50602.6999974185 	 732142.243827701 	 718179.47466574 	 722871.378311854 	 290380.982061372 	 624248.830611206 	 0.916594398070962 	 -1.09099510329168 	 0.87154901566538 
P21399	 130243.512113745 	 454362.824208001 	 197172.38112505 	 435931.529058973 	 959754.695095169 	 229460.138294212 	 0.481051267449544 	 -2.07878051190227 	 0.329548446671016 
P21589	 837549.06304715 	 990391.520865835 	 796570.861281594 	 77809.3653781817 	 829931.396115486 	 263094.54539118 	 2.24157183317047 	 2.24157183317047 	 0.158583313896862 
P21695	 944680.080122469 	 421451.520881107 	 44327.6707705192 	 372556.422861034 	 504173.315418771 	 351814.103312313 	 1.14807402391617 	 1.14807402391617 	 0.839305754976057 
P21796	 781274.134431348 	 732757.88755673 	 225662.611941393 	 389901.673621254 	 634933.182811634 	 674864.059658032 	 1.02353106038953 	 1.02353106038953 	 0.950811918437637 
P21810	 945521.405961086 	 51528.1190684698 	 360431.529557862 	 67846.1862936053 	 345308.844922377 	 356825.541402469 	 1.76300688986356 	 1.76300688986356 	 0.54169454295948 
"P21817-2;P21817"	 918010.154061147 	 925813.698905926 	 664134.551470923 	 826590.708771531 	 890948.024327045 	 881241.644529547 	 0.965052078285654 	 -1.0362135085771 	 0.761424438676793 
P21926	 284381.588791705 	 811810.401056259 	 808799.958519488 	 203269.385466739 	 893080.985596442 	 172014.818042641 	 1.50192701970199 	 1.50192701970199 	 0.512664449891083 
P21964-2	 500822.041424576 	 938701.114949357 	 299900.540629408 	 814510.331844331 	 935841.91502712 	 137553.614391435 	 0.921350864306221 	 -1.08536285007233 	 0.882110054127925 
P21980	 566256.549147749 	 439171.13008754 	 186294.10719369 	 214123.158963117 	 868118.425928142 	 379145.409073255 	 0.815473102847333 	 -1.22628201532137 	 0.715972916245221 
"P22061;P22061-2"	 807498.455522939 	 172137.288425714 	 665968.641883034 	 868980.124565033 	 430760.100305518 	 580322.536627105 	 0.875292261265151 	 -1.14247554131759 	 0.755067745512462 
P22087	 260548.792129617 	 41515.5853140421 	 811972.878013245 	 830795.693566057 	 66694.7416581037 	 932904.642382372 	 0.60863213034513 	 -1.64302860486998 	 0.540925144192519 
P22102	 650611.252968201 	 870607.494516435 	 78620.0251215442 	 852326.685181017 	 887844.106957006 	 9830.50173690114 	 0.914192908431372 	 -1.09386103389914 	 0.899569916507093 
